value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61418
3.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61518
7.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61618
6.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61317
3.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61417
3.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61517
6.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61617
4.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61316
2.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61416
6.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61516
3.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61616
2.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61315
3.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61415
4.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61515
7.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,61615
2.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81320
2.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81420
0.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81319
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81519
0.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81619
2.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81318
0.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81418
4.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81518
1.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81618
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81317
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81417
1.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81517
5.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81617
0.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81316
0.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81416
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81516
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81616
5.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81315
6.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81415
2.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81515
1.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,81615
3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91320
0.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91420
1.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91319
0.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91519
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91619
3.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91318
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91418
1.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91518
2.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91618
5.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91317
0.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91417
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91517
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91617
1.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91316
1.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91416
0.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91516
3.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91616
2.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91315
0.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91415
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91515
2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,91615
10.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121320
7.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121420
5.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121319
10.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121519
4.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121619
16,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121318
21.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121418
9.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121518
6.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121618
17.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121317
18.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121417
21.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121517
26.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121617
1.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121316
2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121416
1.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121516
6.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121616
4.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121315
5.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121415
3.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121515
4.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,121615
7.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131320
13.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131420
4.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131319
4.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,131519
